DirIn,Site,Deployment,Sgate,Egate,FS,DirOut,temp
/Volumes/P3/FKNMS_soundscape/deployment8/LKSPA_Dep8_335851542_ST21/,LKP,8,1/29/19,2/15/19,48000,/Users/sbrown/Documents/MATLAB/scene_classification/data/results/,0
